TransactionTypeID,Transaction,TransactionCompany,TransactionGroup,TransactionTypeGroup,TransactionTypeSubGroup,TransactionName,Additive,IsReversal
{9251d213-46b3-4ffe-a59e-675bc7ed8258},Money3\Discharge\Discharge Payment\Direct Debit,Money3,Cash In,Discharge,Repayment - Direct Debit,Direct Debit,1,Transaction
{68c8f71b-ea09-4110-82ed-eb9915b5ccb1},Money3\Discharge\Reversal\Discharge - Refund,Money3,Cash In,Discharge,Discharge Reversal,Discharge - Refund,1,Reversal
{1104086a-e625-48df-9c8a-24723dfad80e},Money3\Discharge\Reversal\Discharge Fee - Reversal,Money3,Loan fee,Fee,Discharge Reversal,Discharge Fee - Reversal,1,Reversal
{2b59edef-b7fa-4033-a477-033ae9da122d},Money3\Discharge\Reversal\Discharge Payment - Reversal,Money3,Cash In,Discharge,Discharge Reversal,Discharge Payment - Reversal,1,Reversal
{64bfbad8-5744-4b8c-85ae-3c021394b882},Money3\Fee\Deferred Establishment Fee - No Interest,Money3,Loan fee,Fee,Deferred Establishment Fee - No Interest,Deferred Establishment Fee - No Interest,0,Transaction
{7e7ca54a-fc0b-4c33-a150-bcfc35da672d},Money3\Fee\Discharge\Deferred Establishment Fee,Money3,Loan fee,Fee,Discharge,Deferred Establishment Fee,1,Transaction
{5ac40e94-da5c-46b9-8387-40c6ef458554},Money3\Fee\Discharge\Deferred Fee - Reversal,Money3,Loan fee,Fee,Discharge,Deferred Fee - Reversal,1,Reversal
{a3a31f33-534a-4755-8abe-2dd8d3a73e35},Money3\Fee\Discharge\Discharge Fee,Money3,Loan fee,Fee,Discharge,Discharge Fee,1,Transaction
{ffe5fc6b-64ce-42c0-9236-bfcb0c8f02d9},Money3\Fee\Discharge\Discount on Full Dischage,Money3,Waive,Fee,Discharge,Discount on Full Dischage,1,Transaction
{14289cfe-36db-411d-a4b7-5b7b1a2b5d1d},Money3\Fee\Discharge\Discount on Full Discharge - Reversal,Money3,Waive,Fee,Discharge,Discount on Full Discharge - Reversal,1,Reversal
{ca79a319-7f18-4b98-9033-b8ca3beb3ef3},Money3\Fee\Discharge\Negotiated Payout on Discharge,Money3,Waive,Fee,Discharge,Negotiated Payout on Discharge,1,Transaction
{ee9ffc6e-0bbb-4c7d-bce5-228e0f3f9c9c},Money3\Fee\Loan\Additional Monthly Fees,Money3,Loan fee,Fee,Loan,Additional Monthly Fees,1,Transaction
{7b4ea91e-c309-43f2-b890-5c252be34ae4},Money3\Fee\Loan\Application Fee,Money3,Loan fee,Fee,Loan,Application Fee,1,Transaction
{438a59aa-1d0a-48cf-a55a-6abd2807eed1},Money3\Fee\Loan\Arrears Letter Fee,Money3,Penalties,Fee,Loan,Arrears Letter Fee,1,Transaction
{5d85970a-fcd2-4e44-8367-8e7c85f90f30},Money3\Fee\Loan\Arrears Letter Fee - New,Money3,Penalties,Fee,Loan,Arrears Letter Fee - New,1,Transaction
{53df8e13-3cca-4c0d-a682-9015181fa860},Money3\Fee\Loan\Caveat Fee,Money3,Loan fee,Fee,Loan,Caveat Fee,1,Transaction
{7e4dc81d-b294-4d73-8fbb-f43aa564f8bd},Money3\Fee\Loan\Credit Fee,Money3,Loan fee,Fee,Loan,Credit Fee,1,Transaction
{f37874ea-230b-4795-b6bb-fff27bda2b2f},Money3\Fee\Loan\Default Fee,Money3,Penalties,Fee,Loan,Default Fee,1,Transaction
{798f3a7c-3d4c-4aeb-8b3c-1e295b5b9b55},Money3\Fee\Loan\Dishonour Fee (NSF) - Loan,Money3,Penalties,Fee,Loan,Dishonour Fee (NSF) - Loan,1,Transaction
{13981284-b6e9-4eaa-b31e-9d33287e2b12},Money3\Fee\Loan\Monthly Account Fee,Money3,Loan fee,Fee,Loan,Monthly Account Fee,1,Transaction
{ea33d505-c29c-4afa-9018-303ac7a7ab89},Money3\Fee\Loan\Monthly Fee,Money3,Loan fee,Fee,Loan,Monthly Fee,1,Transaction
{ce88d442-c040-4d3b-8929-7a34b7c65b29},Money3\Fee\Loan\Non Payment Fee  - Loan,Money3,Penalties,Fee,Loan,Non Payment Fee - Loan,1,Transaction
{15df6716-e868-445c-b242-a9045263a625},Money3\Fee\Loan\Non Payment Fee  - Loan New,Money3,Penalties,Fee,Loan,Non Payment Fee - Loan New,1,Transaction
{524db6fd-1c71-47ab-9c8f-1d1841f05a29},Money3\Fee\Loan\Reschedule Fee,Money3,Penalties,Fee,Loan,Reschedule Fee,1,Transaction
{b8f7bbf0-92bf-4f32-9ce3-c9e1283b4077},Money3\Fee\Loan\TotalLACCFees,Money3,Loan fee,Fee,Loan,TotalLACCFees,1,Transaction
{5146d224-dac4-41e4-93e3-38f13abf388f},Money3\Fee\Loan\TotalMonthyFees,Money3,Loan fee,Fee,Loan,TotalMonthyFees,1,Transaction
{6a745a95-fe3e-4a69-8fb3-204be5a0c7a4},Money3\Fee\Loan\Variation Default Fee,Money3,Penalties,Fee,Loan,Variation Default Fee,1,Transaction
{66fccdf2-8609-4402-b55c-3c5026eacaa6},Money3\Fee\Loan\Variation Fee,Money3,Penalties,Fee,Loan,Variation Fee,1,Transaction
{e2d6802b-a89c-484e-8c9d-cda0c9a268f3},Money3\Fee\LOC\Application Fee,Money3,LOC Fee,Fee,LOC,Application Fee,1,Transaction
{bf8c8181-dc96-4e7e-8f2d-c1034c07822c},Money3\Fee\LOC\Arrears Fee - New,Money3,Penalties,Fee,LOC,Arrears Fee - New,1,Transaction
{929f0b0e-8777-40b8-84fb-868d4ba0d971},Money3\Fee\LOC\Credit Fee,Money3,LOC Fee,Fee,LOC,Credit Fee,1,Transaction
{a951a02c-9b8b-4564-995b-5225c5085f6b},Money3\Fee\LOC\Default Fee,Money3,Penalties,Fee,LOC,Default Fee,1,Transaction
{8e18b754-8b9d-4142-a018-cfca7b4082cf},Money3\Fee\LOC\Dishonour Fee,Money3,Penalties,Fee,LOC,Dishonour Fee,1,Transaction
{c6bb3791-3d10-407c-a8ff-f58cb4a445be},Money3\Fee\LOC\Dishonour Fee (NSF) - LOC,Money3,Penalties,Fee,LOC,Dishonour Fee (NSF) - LOC,1,Transaction
{4ef265f0-8346-4a84-a2b7-a90a68f217b9},Money3\Fee\LOC\Drawdown Fee,Money3,LOC Fee,Fee,LOC,Drawdown Fee,1,Transaction
{8da9b6a5-78f6-4036-904e-508a11b6df37},Money3\Fee\LOC\Non Payment Fee - LOC,Money3,Penalties,Fee,LOC,Non Payment Fee - LOC,1,Transaction
{6c0aa92f-83a8-4bad-b163-827e7dd3e54f},Money3\Fee\LOC\Variation Default Fee,Money3,Penalties,Fee,LOC,Variation Default Fee,1,Transaction
{e1aea824-6817-4d4e-9d12-60ebbfa11a0d},Money3\Fee\Merchant Agent Fee,Money3,Loan fee,Fee,Merchant Agent Fee,Merchant Agent Fee,1,Transaction
{03bb7dca-c55b-48ac-ba95-adaa9b6abef7},Money3\Fee\Reversal\Arrears Letter Fee - Reversal,Money3,Penalties,Fee,Reversal,Arrears Letter Fee - Reversal,1,Reversal
{f582460b-ef6f-483a-8b97-38c77a5104ae},Money3\Fee\Reversal\Broker  Fee - Reversal,Money3,Loan fee,Fee,Reversal,Broker Fee - Reversal,1,Reversal
{69cfc107-d20b-479a-ab90-e22b8afed193},Money3\Fee\Reversal\Default Fee - Reversal,Money3,Penalties,Fee,Reversal,Default Fee - Reversal,1,Reversal
{c8aa803e-1d05-4933-916c-24be6f3f719c},Money3\Fee\Reversal\Deferred Establishment Fee - No Interest - REVERSAL,Money3,Loan fee,Fee,Reversal,Deferred Establishment Fee - No Interest - REVERSAL,1,Reversal
{3e8fbdc3-2992-4805-9738-27acf8d914f0},Money3\Fee\Reversal\Dishonour Fee - Reversal,Money3,Penalties,Fee,Reversal,Dishonour Fee - Reversal,1,Reversal
{9c390b4f-08ea-49dc-aadc-405aab12f414},Money3\Fee\Reversal\Drawdown Fee - Reversal,Money3,LOC Fee,Fee,Reversal,Drawdown Fee - Reversal,1,Reversal
{1f801a03-73e7-418f-b0d5-662c155e701d},Money3\Fee\Reversal\Loan\Application Fee - Reversal,Money3,Loan fee,Fee,Reversal,Application Fee - Reversal,1,Reversal
{081027da-daf9-4833-9d9b-19f0f191fa63},Money3\Fee\Reversal\Loan\Merchant Agent Fee - Reversal,Money3,Loan fee,Fee,Reversal,Loan,1,Reversal
{b6cfa163-883c-45f6-96bf-6a074aaf011f},Money3\Fee\Reversal\Loan\Monthly Account Fee - Reversal,Money3,Loan fee,Fee,Reversal,Loan,1,Reversal
{349dea8e-4339-4f84-9e5a-5e69a2635f58},Money3\Fee\Reversal\Loan\Special Fee - Reversal,Money3,Loan fee,Fee,Reversal,Loan,1,Reversal
{a05b64c4-e2cb-4d3c-bac0-b3c7bf87960e},Money3\Fee\Reversal\LOC\Application Fee - Reversal,Money3,LOC Fee,Fee,Reversal,Application Fee - Reversal,1,Reversal
